SL,Style,PAN Styl,Image,Cat Lvl_1,Cat Lvl_2,Cat Lvl_3,Item,Color,Cost (€),Price (€),S,M,L,XL,XXL,3XL,Total,Brand
79,TT-SWA-154,PAN2022058,,Women,Top,Sweater,Womens Sweater,amber yellow,4.28,14.32,  -   ,4,4,2,  -   ,  -   ,  10.00
80,TT-SWA-141,PAN2022059,,Women,Top,Sweater,Womens Sweater,BLACK,3.80,13.69,  -   ,3,1,  -   ,  -   ,  -   ,  4.00
81,TT-SWA-142,PAN2022060,,Women,Top,Sweater,Womens Sweater,burgandy,3.80,13.69,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
82,TT-SWA-143,PAN2022061,,Women,Top,Sweater,Womens Sweater,MULBERRY PURPLE,3.80,13.69,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
83,TT-SWA-144,PAN2022062,,Women,Top,Sweater,Womens Sweater,blue coral,3.80,13.69,  -   ,9,6,6,  -   ,  -   ,  21.00
84,TT-SWA-145,PAN2022063,,Women,Top,Sweater,Womens Sweater,amazon,4.23,14.26,  -   ,4,2,1,  -   ,  -   ,  7.00
85,TT-SWA-146,PAN2022064,,Women,Top,Sweater,Womens Sweater,PISTACHIO SHELL,4.23,14.26,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
86,TT-SWA-147,PAN2022065,,Women,Top,Sweater,Womens Sweater,BOMBAY BROWN,4.23,14.26,  -   ,5,2,1,  -   ,  -   ,  8.00
87,TT-SWA-148,PAN2022066,,Women,Top,Sweater,Womens Sweater,surf the web,4.23,14.26,  -   ,6,2,1,  -   ,  -   ,  9.00
88,TT-SWA-161,PAN2022067,,Women,Top,Sweater,Womens Sweater,trekking green,3.99,13.95,  -   ,5,2,3,  -   ,  -   ,  10.00
89,TT-SWA-162,PAN2022068,,Women,Top,Sweater,Womens Sweater,shopping bag,3.99,13.95,  -   ,1,6,2,  -   ,  -   ,  9.00
90,TT-SWA-163,PAN2022069,,Women,Top,Sweater,Womens Sweater,potent purple,3.99,13.95,  -   ,6,1,2,  -   ,  -   ,  9.00
91,TT-SWA-164,PAN2022070,,Women,Top,Sweater,Womens Sweater,blueprint,3.99,13.95,  -   ,2,2,2,  -   ,  -   ,  6.00
92,TT-SWA-205,PAN2022071,,Women,Top,Sweater,Womens Sweater,BLACK + SPRING BUD + PEONY + PALE BANANA + OMPHALODES,3.33,13.06,  -   ,6,3,1,  -   ,  -   ,  10.00
93,TT-SWA-203,PAN2022072,,Women,Top,Sweater,Womens Sweater,blueprint + mustang + amazon+ PISTACHIO SHELL,3.28,12.99,  -   ,4,5,  -   ,  -   ,  -   ,  9.00
94,TT-SWA-204,PAN2022073,,Women,Top,Sweater,Womens Sweater,"trekking green + mustang + MUSTARD (MATCH TO TTa1000124
)+ PISTACHIO SHELL",3.28,12.99,  -   ,4,2,2,  -   ,  -   ,  8.00
95,TT-SWA-206,PAN2022074,,Women,Top,Sweater,Womens Sweater,VERMILLION ORANGE + PINK CARNATION+ CANDY PINK,3.28,12.99,  -   ,5,2,1,  -   ,  -   ,  8.00
96,TT-SWA-128,PAN2022075,,Women,Top,Sweater,Womens Sweater,MALIBU + CLEMATIS BLUE,3.99,13.95,  -   ,4,1,3,  -   ,  -   ,  8.00
97,TT-SWA-129,PAN2022076,,Women,Top,Sweater,Womens Sweater,camellia rose + HIGH RISK RED,3.99,13.95,  -   ,4,6,  -   ,  -   ,  -   ,  10.00
98,NOVELLA K23,PAN2022110,,Women,Top,Sweater,Womens Sweater,ROSA,5.84,16.41,2,  -   ,9,2,  -   ,  -   ,13
99,NOVELLA K23,PAN2022110,,Women,Top,Sweater,Womens Sweater,BLUE,5.84,16.41,1,4,15,  -   ,  -   ,  -   ,20
100,NOVELLA K23,PAN2022110,,Women,Top,Sweater,Womens Sweater,OFF WHITE,5.84,16.41,3,5,5,1,  -   ,  -   ,14
101,NOVELLA K23,PAN2022110,,Women,Top,Sweater,Womens Sweater,ORANGE,5.84,16.41,3,4,6,  -   ,  -   ,  -   ,13
102,NOMIK23,PAN2022112,,Women,Top,Sweater,Womens Sweater,BEIGE,6.37,17.11,2,4,5,1,  -   ,  -   ,12
103,NOMIK23,PAN2022112,,Women,Top,Sweater,Womens Sweater,BLUE ,6.37,17.11,  -   ,7,5,  -   ,  -   ,  -   ,  12.00
104,RANTON_K23,PAN2022107,,Men,Bottom,Cargo Pant,Men's Cargo Pant,BLACK,10.51,22.64,3,8,  -   ,  -   ,  -   ,  -   ,11
105,KANSAS2022106,PAN2022106,,Men,Top,Woven Shirt,Mens Long Sleeve Shirt,NAVY,8.57,20.05,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
106,KANSAS2022106,PAN2022106,,Men,Top,Woven Shirt,Mens Long Sleeve Shirt,OPTICAL WHITE,8.57,20.05,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
107,FRANS K23,PAN2022108,,Men,Top,Tricot,MEN´S TRACK JACKET,BLACK,6.53,17.33,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
108,FRANS K23,PAN2022108,,Men,Top,Tricot,MEN´S TRACK JACKET,NAVY,6.53,17.33,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
109,FEKE K23,PAN2022109,,Men,Bottom,Tricot,Mens Long Pant,BLACK,4.50,14.63,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
110,FEKE K23,PAN2022109,,Men,Bottom,Tricot,Mens Long Pant,NAVY,4.50,14.63,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
111,01-D ,PAN2022004,,Women,Bottom,Ladies Pant,Women's trouser pants,BLACK,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
112,01-D ,PAN2022004,,Women,Bottom,Ladies Pant,Women's trouser pants,YELLOW,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
113,01-D ,PAN2022004,,Women,Bottom,Ladies Pant,Women's trouser pants,OLIVE,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
114,01-D ,PAN2022004,,Women,Bottom,Ladies Pant,Women's trouser pants,RED,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
115,PRIMARK-51,PAN2022006,,Women,Bottom,Jeggings,Women's Coated  Jegging,BLACK,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
116,PRIMARK-51,PAN2022006,,Women,Bottom,Jeggings,Women's Coated  Jegging,RED,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
117,CV-03,PAN2022005,,Women,Bottom,Ladies Pant,Women's pants,NAVY,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
118,CV-03,PAN2022005,,Women,Bottom,Ladies Pant,Women's pants,BLACK,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
119,Matrix Stock 1,PAN2022113,,Men,Bottom,Boy's Pant,CANVAS BOYS SHORTS,BLACK,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
120,Matrix Stock 1,PAN2022113,,Men,Bottom,Boy's Pant,CANVAS BOYS SHORTS,BEIGE,2.38,11.79,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
121,Matrix Stock 2,PAN2022114,,Women,Bottom,Girl's Pant,GIRLS LONG PANT,MAROON,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
122,Matrix Stock 2,PAN2022114,,Women,Bottom,Girl's Pant,GIRLS LONG PANT,VERT,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
123,Matrix Stock 2,PAN2022114,,Women,Bottom,Girl's Pant,GIRLS LONG PANT,BEIGE,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,#REF!
124,Matrix Stock 3,PAN2022115,,Men,Bottom,Men's Denim Shorts,MENS SHORTS,GREY,4.75,14.96,  -   ,2,  -   ,  -   ,  -   ,  -   ,  2.00
125,Matrix Stock 3,PAN2022115,,Men,Bottom,Men's Denim Shorts,MENS SHORTS,Blue,4.75,14.96,6,6,3,  -   ,  -   ,  -   ,15
126,Matrix Stock 3,PAN2022115,,Men,Bottom,Men's Denim Shorts,MENS SHORTS,INDIGO,4.75,14.96,13,32,15,  -   ,  -   ,  -   ,60
127,Matrix Stock 4,PAN2022115,,Men,Bottom,Men's Twill Shorts,MENS SHORTS,BLACK,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
128,Matrix Stock 5,PAN2022116,,Men,Top,MENS SHIRT,MENS SHIRT,ARMY CHECK,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
129,Matrix Stock 5,PAN2022116,,Men,Top,MENS SHIRT,MENS SHIRT,NEVY,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
130,Matrix Stock 6,PAN2022117,,Men,Top,LADIES SHIRT,LADIES SHIRT,WHITE,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
131,Matrix Stock 6,PAN2022117,,Men,Top,LADIES SHIRT,LADIES SHIRT,BLUSH/PINK,4.75,14.96,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
132,2022113,PAN2022113,,Women,Top,Sweat Shirt,Womens Round Neck Sweat Shirt,Tap Shoe,2.68,12.20,  -   ,4,3,  -   ,  -   ,  -   ,  7.00
,,,,,,,,Bright White,2.68,12.20,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
,,,,,,,,sap green,2.68,12.20,  -   ,5,3,1,  -   ,  -   ,  9.00
,,,,,,,,minion yellow,2.68,12.20,  -   ,6,3,  -   ,  -   ,  -   ,  9.00
,,,,,,,,amber yellow,2.68,12.20,  -   ,5,3,3,  -   ,  -   ,  11.00
,,,,,,,,fragrant lilac,2.68,12.20,  -   ,2,3,2,  -   ,  -   ,  7.00
,,,,,,,,bright marigold,2.68,12.20,  -   ,4,3,2,  -   ,  -   ,  9.00
,,,,,,,,peony,2.68,12.20,  -   ,10,5,3,  -   ,  -   ,  18.00
,,,,,,,,serenity,2.68,12.20,  -   ,4,2,2,  -   ,  -   ,  8.00
,,,,,,,,delphinium blue,2.68,12.20,  -   ,20,12,7,  -   ,  -   ,  39.00
,,,,,,,,fuchia purple,2.68,12.20,  -   ,13,10,7,  -   ,  -   ,  30.00
,,,,,,,,scooter,2.68,12.20,  -   ,5,2,1,  -   ,  -   ,  8.00
,,,,,,,,blueprint,2.68,12.20,  -   ,2,3,  -   ,  -   ,  -   ,  5.00
,,,,,,,,surf the web,2.68,12.20,  -   ,3,3,2,  -   ,  -   ,  8.00
,,,,,,,,trekking green,2.68,12.20,  -   ,3,2,1,  -   ,  -   ,  6.00
,,,,,,,,lt grey mel,2.68,12.20,  -   ,4,3,  -   ,  -   ,  -   ,  7.00
,,,,,,,,Canyon Rose,2.68,12.20,  -   ,3,2,3,  -   ,  -   ,  8.00
,,,,,,,,Dark Sapphire ,2.68,12.20,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
,,,,,,,,Lavender,2.68,12.20,  -   ,3,3,3,  -   ,  -   ,  9.00
,,,,,,,,Silver Pine,2.68,12.20,  -   ,6,1,2,  -   ,  -   ,  9.00
,,,,,,,,bombay brown,2.68,12.20,  -   ,5,2,1,  -   ,  -   ,  8.00
,,,,,,,,rose voilet,2.68,12.20,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -
133,2022078,PAN2022078,,Men,Top,Sweat Shirt,Men's Round Neck Sweat Shirt,tap shoe,4.05,14.02,  -   ,5,3,3,  -   ,  -   ,  11.00
,,,,,,,,SULPHUR SPRING,4.05,14.02,  -   ,4,3,  -   ,  -   ,  -   ,  7.00
,,,,,,,,bright white,4.05,14.02,  -   ,9,7,2,  -   ,  -   ,  18.00
,,,,,,,,grapeade,4.05,14.02,  -   ,1,3,  -   ,  -   ,  -   ,  4.00
,,,,,,,,DUSTY BLUE,4.05,14.02,  -   ,1,2,3,  -   ,  -   ,  6.00
,,,,,,,,ICED COFFEE,4.05,14.02,  -   ,4,3,1,  -   ,  -   ,  8.00
,,,,,,,,blue turquoise,4.05,14.02,  -   ,4,2,1,  -   ,  -   ,  7.00
,,,,,,,,orange rust,4.05,14.02,  -   ,3,4,2,  -   ,  -   ,  9.00
,,,,,,,,oxblood red,4.05,14.02,  -   ,5,2,1,  -   ,  -   ,  8.00
,,,,,,,,delphinium blue,4.05,14.02,  -   ,2,2,  -   ,  -   ,  -   ,  4.00
,,,,,,,,DARK SAPPHIRE ,4.05,14.02,  -   ,4,1,4,  -   ,  -   ,  9.00
,,,,,,,,crabapple,4.05,14.02,  -   ,5,2,  -   ,  -   ,  -   ,  7.00
,,,,,,,,withered rose,4.05,14.02,  -   ,4,3,  -   ,  -   ,  -   ,  7.00
,,,,,,,,peacoat blue,4.05,14.02,  -   ,5,1,1,  -   ,  -   ,  7.00
,,,,,,,,DESERT SAGE,4.05,14.02,  -   ,4,3,1,  -   ,  -   ,  8.00
,,,,,,,,amber yellow,4.05,14.02,  -   ,11,11,5,  -   ,  -   ,  27.00
,,,,,,,,pompeian red,4.05,14.02,  -   ,4,2,2,  -   ,  -   ,  8.00
,,,,,,,,trekking green,4.05,14.02,  -   ,3,3,  -   ,  -   ,  -   ,  6.00
,,,,,,,,lt grey mel,4.05,14.02,  -   ,4,4,1,  -   ,  -   ,  9.00
134,2022077,PAN2022077,,Men,Top,Hooded Sweat Shirt,Men's Hooded Sweatshirt,blue turquoise,4.05,14.02,  -   ,5,3,2,  -   ,  -   ,  10.00
,,,,,,,,pompeian red,4.05,14.02,  -   ,4,1,2,  -   ,  -   ,  7.00
,,,,,,,,lt grey mel,4.05,14.02,  -   ,5,2,1,  -   ,  -   ,  8.00
,,,,,,,,MALLARD GREEN ,4.05,14.02,  -   ,4,3,2,  -   ,  -   ,  9.00
,,,,,,,,SULPHUR SPRING,4.05,14.02,  -   ,5,5,5,  -   ,  -   ,  15.00
,,,,,,,,oxblood red,4.05,14.02,  -   ,8,  -   ,  -   ,  -   ,  -   ,  8.00
,,,,,,,,orange rust,4.05,14.02,  -   ,4,1,3,  -   ,  -   ,  8.00
,,,,,,,,amber yellow,4.05,14.02,  -   ,5,3,1,  -   ,  -   ,  9.00
,,,,,,,,tap shoe,4.05,14.02,  -   ,5,3,2,  -   ,  -   ,  10.00
,,,,,,,,DESERT SAGE,4.05,14.02,  -   ,5,2,1,  -   ,  -   ,  8.00
,,,,,,,,DUSTY BLUE,4.05,14.02,  -   ,5,3,  -   ,  -   ,  -   ,  8.00
,,,,,,,,pale mauve,4.05,14.02,  -   ,4,3,  -   ,  -   ,  -   ,  7.00
,,,,,,,,ICED COFFEE,4.05,14.02,  -   ,5,1,1,  -   ,  -   ,  7.00
,,,,,,,,trekking green,4.05,14.02,  -   ,5,3,  -   ,  -   ,  -   ,  8.00
,,,,,,,,peacoat blue,4.05,14.02,  -   ,4,2,2,  -   ,  -   ,  8.00
,,,,,,,,DRESS BLUE,4.05,14.02,  -   ,6,4,  -   ,  -   ,  -   ,  10.00
135,PAN-2022120,PAN2022120,,Women,Bottom,Knit trouser ,Women's Knit trouser,OFF WHITE,2.38,11.79,19,30,18,13,  -   ,  -   ,80
,,,,,,,,YELLOW,2.38,11.79,2,14,104,40,  -   ,  -   ,160
